,0,1
821,"<div class=""js-show-description-text""><p>The triumvirate of owners here may not be from Mexico, but thanks to time done in SoCal, they have a strong grasp over the nation's cuisine. Named for a town on the Baja California Peninsula, the eponymous gem brings a strong dose of magic to this mountainous terrain. Don't be <span>...</span></p></div>",
822,"<div class=""js-show-description-text""><p></p><p>You won’t be gathering in a circle, but there is something heartwarming and enticing about Campfire. It could be the World War II-era Quonset metal hut that anchors the space, the teepee or the custom-built 12-foot wood-burning hearth. Whatever it is, it exudes that cool glamping vibe. Imagine servers <span>...</span></p></div>",
823,"<div class=""js-show-description-text""><p>This self-described “Moroccan-Baja kitchen” might sound unusual, but it’s full of bold, enticing flavors. Inspired by both her local environs and family heritage, Chef Alia Jaziri turn outs a fascinating fast-casual menu. Delicacies include Moroccan-spiced chicken tacos dressed with preserved lemon and tzatziki-inspired crema, or couscous bowls layered with merguez, <span>...</span></p></div>",
824,"<div class=""js-show-description-text""><p>Partner John Resnick and Executive Chef Eric Bost are behind this very appealing and well-orchestrated French restaurant. Oozing with style and elegance at every turn, the name—which translates to “young and pretty”—could just as easily illustrate the clientele and décor here.<br/>Flaunting a nouvelle-French sensibility, the room is dressed in shades <span>...</span></p></div>",
825,"<div class=""js-show-description-text""><p>Flavio Piromallo has another hit on his hands with this hip North Park District spot. In keeping with its trendy surrounds, the décor sports an industrial-chic look with concrete floors, exposed pipes and a massive photographic elegy to Sophia Loren. Laid-back, cool service completes the experience. The modern affect belies its <span>...</span></p></div>",
826,"<div class=""js-show-description-text""><p>Named for Chef Soichi Kadoya, who honed his skills at Old Town's Sushi Tadokoro, this intimate Japanese restaurant has made a name for itself in University Heights. Pale yellow walls and a light wood counter set an understated elegance. Discover a bit of magic as you glance out the window—that <span>...</span></p></div>",
827,"<div class=""js-show-description-text""><p>This industrial Indonesian eatery is every bit as easy-breezy as its Oceanside hometown—imagine cheeky murals, dim lighting and a roll-up garage door entrance. But lest you consider it a divey drinking hole, be advised you’ll find some serious cooking here. Excellent nasi goreng combines fried rice with shrimp, pork belly, <span>...</span></p></div>",
828,"<div class=""js-show-description-text""><p>This stylish neighborhood eatery is best enjoyed with those you ""trust"" most—and boasting a menu comprised of small plates, the theme here is all about sharing. On San Diego’s many fair-weather days, friends crowd onto the expansive patio to share Chef Brad Wise's delicious bites. His kitchen team relies primarily <span>...</span></p></div>",
829,"<div class=""js-show-description-text""><p></p><p>Take the classic 50s diner, add a little swagger and you get Great Maple. It is one of four outlets statewide, but this particular location is always buzzing. Be warned though as parking and counter seats are coveted, so plan ahead.</p><p>Three-course chef dinners on Mondays; burger and beer <span>...</span></p></div>",
830,"<div class=""js-show-description-text""><p>With the Mexican border just minutes away, you might be tempted to skip this homey spot for a more “authentic” meal in Tijuana. But the taco cognoscenti know that Chef Priscilla Curiel’s guisados are every inch the equal of Baja’s—down to the fair prices and hefty portions (and without the <span>...</span></p></div>",
831,"<div class=""js-show-description-text""><p></p><p>Every element of this setting seems to exude a California-casual meets country-club vibe. Inside, choose from one of the Craftsman post-and-beam dining rooms, warm with amber lanterns and stained-glass light fixtures; or simply head outside to dine on the patio overlooking the pool and 18th hole of Torrey Pines <span>...</span></p></div>",
832,"<div class=""js-show-description-text""><p>Set in a converted home in the heart of Barrio Logan, this adorable osteria is a true family operation—Francesca Penoncelli, who hails from Turin, leads the kitchen, while her husband Mario, a Milan native, runs the front counter. Place your order in their quaint former living room, then snag a <span>...</span></p></div>",
833,"<div class=""js-show-description-text""><p>This Barrio Logan standout isn’t shy about projecting its personal brand of SoCal cool—from walls adorned with local art and skateboards, to a soundtrack that booms loud enough to be heard down the block. The substance behind the swagger, though, is what makes patrons line up: these are some of <span>...</span></p></div>",
834,"<div class=""js-show-description-text""><p></p><p>Cucina Urbana, like the other siblings in the Urban Kitchen Group family, is an amiable place that promises a good time. It’s casual, festive and draws regulars who flock here for their daily deals (Meatball Mondays are a favorite) and happy hour specials.</p><p>Snacks are also aplenty. One sniff <span>...</span></p></div>",
835,"<div class=""js-show-description-text""><p>It's named for the majestic oaks of nearby Presidio Park, but this Mission Hills eatery is no friend to trees—at least, not the ones that fuel its beast of a wood-burning hearth, through which nearly every item passes. Yet the arboreal sacrifice is a worthy one as Chef Brad Wise <span>...</span></p></div>",
836,"<div class=""js-show-description-text""><p></p><p>There may be plenty of taquerias around town, but this East Village gem is of a slightly different breed. The airy space, with its high ceilings, concrete floors and a full bar with lounge, reads über-cool. However, it’s more than just about good looks—their tacos are what draw the <span>...</span></p></div>",
